customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
10,121,refined oil,2023-06-07,1,110,8,880
24,121,dantkanti,2023-04-18,1,100,1,100
28,122,quaker oats,2023-05-21,6,212,10,2120
7,122,maida,2023-07-06,5,20,7,140
23,123,nutrella,2023-04-19,8,40,3,120
1,123,clinic plus,2023-04-29,7,1.5,10,15.0
26,121,clinic plus,2023-04-07,1,1.5,6,9.0
10,123,clinic plus,2023-05-26,9,1.5,7,10.5
24,123,nutrella,2023-06-13,9,40,4,160
9,122,nutrella,2023-05-01,6,40,3,120
5,122,quaker oats,2023-05-17,4,212,6,1272
17,123,sugar,2023-07-08,8,50,9,450
19,121,refined oil,2023-08-13,3,110,3,330
6,121,refined oil,2023-07-20,1,110,3,330
21,121,sugar,2023-05-25,3,50,10,500
4,121,refined oil,2023-08-05,2,110,10,1100
26,123,maida,2023-04-11,9,20,3,60
25,123,dantkanti,2023-06-27,7,100,4,400
18,123,dantkanti,2023-06-19,8,100,4,400
28,122,refined oil,2023-05-17,4,110,6,660
13,121,maida,2023-06-11,1,20,3,60
15,122,sugar,2023-07-12,4,50,4,200
23,123,nutrella,2023-06-24,8,40,7,280
25,122,refined oil,2023-08-13,6,110,1,110
7,122,nutrella,2023-07-19,6,40,9,360
17,121,quaker oats,2023-04-27,3,212,2,424
23,121,quaker oats,2023-08-08,2,212,10,2120
2,122,sugar,2023-04-14,5,50,4,200
20,122,maida,2023-05-14,4,20,7,140
8,122,maida,2023-03-11,6,20,2,40
21,122,refined oil,2023-07-06,6,110,9,990
6,122,besan,2023-07-14,5,52,1,52
20,122,besan,2023-06-03,6,52,3,156
13,122,sugar,2023-06-21,6,50,5,250
15,123,nutrella,2023-07-09,9,40,3,120
22,121,sugar,2023-03-12,1,50,1,50
20,122,nutrella,2023-07-29,6,40,8,320
17,121,clinic plus,2023-07-12,3,1.5,9,13.5
28,121,refined oil,2023-08-17,2,110,2,220
17,122,sugar,2023-08-09,6,50,1,50
2,123,sugar,2023-05-06,7,50,9,450
16,123,nutrella,2023-07-20,7,40,1,40
26,121,refined oil,2023-03-29,3,110,5,550
22,122,besan,2023-06-13,6,52,9,468
21,122,refined oil,2023-07-07,4,110,8,880
12,121,nutrella,2023-03-03,2,40,1,40
18,123,nutrella,2023-04-13,8,40,2,80
24,122,clinic plus,2023-03-11,4,1.5,10,15.0
16,123,besan,2023-07-26,7,52,4,208
2,123,maida,2023-06-10,7,20,7,140
6,123,nutrella,2023-05-01,7,40,5,200
26,122,clinic plus,2023-03-10,5,1.5,7,10.5
23,122,maida,2023-05-06,6,20,6,120
24,123,quaker oats,2023-08-07,7,212,7,1484
28,121,besan,2023-07-26,2,52,6,312
5,122,sugar,2023-06-04,6,50,8,400
28,122,quaker oats,2023-04-09,6,212,7,1484
30,122,nutrella,2023-06-15,5,40,2,80
20,122,maida,2023-03-14,6,20,3,60
28,123,nutrella,2023-05-03,8,40,7,280
24,122,besan,2023-03-18,4,52,2,104
13,121,refined oil,2023-07-25,3,110,8,880
8,123,quaker oats,2023-05-07,9,212,7,1484
9,122,maida,2023-06-06,4,20,10,200
19,122,besan,2023-06-05,6,52,6,312
17,123,refined oil,2023-03-27,7,110,3,330
8,123,maida,2023-06-10,8,20,2,40
19,121,nutrella,2023-04-26,2,40,1,40
27,121,refined oil,2023-06-23,2,110,8,880
16,123,sugar,2023-05-26,7,50,9,450
29,123,quaker oats,2023-04-10,7,212,9,1908
15,121,clinic plus,2023-06-11,1,1.5,9,13.5
17,121,maida,2023-06-15,2,20,7,140
8,122,sugar,2023-04-09,4,50,10,500
23,123,besan,2023-07-08,9,52,5,260
15,123,nutrella,2023-08-13,7,40,10,400
28,121,sugar,2023-05-11,2,50,9,450
8,123,refined oil,2023-06-28,7,110,8,880
11,122,refined oil,2023-04-24,6,110,3,330
12,122,sugar,2023-08-12,6,50,7,350
27,121,nutrella,2023-04-17,2,40,2,80
14,123,quaker oats,2023-03-25,7,212,10,2120
3,122,sugar,2023-06-08,4,50,9,450
18,122,sugar,2023-03-08,6,50,3,150
8,121,nutrella,2023-05-20,3,40,6,240
12,122,besan,2023-06-26,6,52,9,468
10,122,quaker oats,2023-05-13,6,212,3,636
6,121,clinic plus,2023-07-22,1,1.5,5,7.5
27,121,refined oil,2023-03-16,1,110,5,550
10,121,dantkanti,2023-03-27,3,100,9,900
16,122,clinic plus,2023-05-16,6,1.5,3,4.5
28,122,sugar,2023-03-18,5,50,9,450
14,121,dantkanti,2023-05-27,2,100,1,100
13,122,clinic plus,2023-04-18,5,1.5,7,10.5
25,121,refined oil,2023-05-24,3,110,3,330
22,123,nutrella,2023-03-07,7,40,1,40
28,121,nutrella,2023-08-05,1,40,2,80
7,123,clinic plus,2023-04-26,9,1.5,2,3.0
1,121,dantkanti,2023-05-04,2,100,10,1000
22,123,quaker oats,2023-07-06,9,212,7,1484
22,121,nutrella,2023-07-31,3,40,5,200
10,122,besan,2023-06-27,4,52,3,156
18,122,quaker oats,2023-04-01,6,212,3,636
22,121,clinic plus,2023-06-20,2,1.5,4,6.0
18,122,refined oil,2023-03-06,5,110,4,440
30,121,sugar,2023-08-10,3,50,3,150
7,123,quaker oats,2023-05-17,9,212,5,1060
11,122,maida,2023-03-21,5,20,1,20
7,122,maida,2023-07-10,4,20,10,200
27,123,maida,2023-07-31,7,20,2,40
17,121,refined oil,2023-03-22,2,110,1,110
19,121,maida,2023-04-09,2,20,9,180
26,121,sugar,2023-04-16,3,50,1,50
20,123,sugar,2023-05-25,8,50,2,100
3,123,clinic plus,2023-03-14,7,1.5,3,4.5
20,123,maida,2023-03-11,8,20,7,140
5,123,nutrella,2023-04-25,7,40,4,160
7,121,besan,2023-04-14,1,52,1,52
13,122,clinic plus,2023-06-08,4,1.5,7,10.5
20,123,clinic plus,2023-03-27,9,1.5,4,6.0
14,123,clinic plus,2023-04-01,8,1.5,5,7.5
17,121,quaker oats,2023-06-07,3,212,5,1060
10,122,nutrella,2023-06-18,5,40,9,360
24,123,besan,2023-07-04,7,52,7,364
8,123,besan,2023-06-13,8,52,4,208
21,123,clinic plus,2023-07-09,9,1.5,2,3.0
16,123,maida,2023-03-06,7,20,5,100
6,121,maida,2023-08-12,3,20,5,100
28,123,maida,2023-08-03,9,20,4,80
28,122,clinic plus,2023-05-02,5,1.5,2,3.0
1,122,nutrella,2023-05-05,6,40,3,120
22,123,nutrella,2023-05-25,7,40,4,160
4,123,dantkanti,2023-05-08,8,100,6,600
30,122,besan,2023-05-12,6,52,3,156
11,122,refined oil,2023-07-23,4,110,3,330
21,121,nutrella,2023-07-12,1,40,7,280
27,122,dantkanti,2023-08-08,6,100,3,300
18,122,dantkanti,2023-05-07,4,100,2,200
22,122,nutrella,2023-04-30,5,40,10,400
13,122,dantkanti,2023-04-20,6,100,2,200
11,121,clinic plus,2023-05-28,2,1.5,10,15.0
13,121,maida,2023-03-06,1,20,7,140
18,121,dantkanti,2023-06-11,2,100,8,800
23,121,maida,2023-03-13,3,20,7,140
6,123,dantkanti,2023-07-08,9,100,2,200
20,122,maida,2023-06-13,5,20,10,200
27,123,quaker oats,2023-07-08,9,212,2,424
30,122,dantkanti,2023-07-12,4,100,1,100
21,121,quaker oats,2023-08-11,2,212,9,1908
29,121,quaker oats,2023-05-23,1,212,5,1060
9,123,quaker oats,2023-06-05,8,212,3,636
20,123,maida,2023-07-04,8,20,4,80
24,123,dantkanti,2023-05-19,9,100,7,700
1,122,quaker oats,2023-04-04,6,212,8,1696
14,122,besan,2023-07-31,4,52,6,312
13,121,refined oil,2023-07-01,1,110,6,660
26,123,besan,2023-08-16,8,52,2,104
14,122,quaker oats,2023-06-30,5,212,7,1484
24,121,besan,2023-06-14,1,52,8,416
6,121,sugar,2023-07-07,2,50,4,200
20,122,refined oil,2023-05-08,5,110,2,220
10,121,nutrella,2023-05-22,3,40,5,200
22,121,nutrella,2023-03-31,3,40,9,360
6,121,maida,2023-04-08,1,20,2,40
9,121,nutrella,2023-08-20,2,40,8,320
9,122,sugar,2023-03-06,4,50,2,100
6,123,refined oil,2023-07-09,9,110,4,440
28,122,dantkanti,2023-04-07,6,100,9,900
15,123,refined oil,2023-06-02,9,110,4,440
25,123,clinic plus,2023-07-07,9,1.5,2,3.0
1,121,quaker oats,2023-06-04,1,212,4,848
4,123,besan,2023-04-04,9,52,10,520
20,121,refined oil,2023-08-18,3,110,8,880
25,121,nutrella,2023-05-10,3,40,2,80
15,123,nutrella,2023-07-03,9,40,8,320
17,122,besan,2023-04-15,5,52,3,156
4,122,besan,2023-06-12,6,52,6,312
13,122,nutrella,2023-08-19,6,40,8,320
14,121,nutrella,2023-03-30,1,40,7,280
21,123,maida,2023-06-18,8,20,2,40
20,123,sugar,2023-07-05,9,50,9,450
28,122,refined oil,2023-03-23,5,110,4,440
1,123,dantkanti,2023-04-29,8,100,2,200
25,121,refined oil,2023-04-16,3,110,9,990
17,123,besan,2023-08-10,7,52,8,416
8,122,clinic plus,2023-06-20,6,1.5,1,1.5
24,122,refined oil,2023-03-28,6,110,9,990
4,123,sugar,2023-08-08,7,50,6,300
4,123,maida,2023-04-16,7,20,3,60
10,121,quaker oats,2023-04-18,3,212,3,636
19,121,clinic plus,2023-04-01,3,1.5,6,9.0
27,121,quaker oats,2023-08-14,3,212,1,212
12,122,dantkanti,2023-08-19,4,100,7,700
15,123,clinic plus,2023-05-06,7,1.5,6,9.0
9,122,clinic plus,2023-07-27,6,1.5,6,9.0
22,122,clinic plus,2023-03-06,6,1.5,4,6.0
22,122,besan,2023-05-08,6,52,2,104
16,122,quaker oats,2023-05-13,4,212,9,1908
1,121,quaker oats,2023-04-18,1,212,6,1272
2,122,maida,2023-07-19,5,20,4,80
7,122,sugar,2023-03-15,5,50,10,500
12,122,besan,2023-06-12,4,52,2,104
9,122,refined oil,2023-07-16,4,110,7,770
17,122,dantkanti,2023-08-11,4,100,6,600
7,122,sugar,2023-07-17,4,50,2,100
5,121,besan,2023-07-26,3,52,7,364
5,122,dantkanti,2023-04-24,4,100,10,1000
26,123,quaker oats,2023-04-09,9,212,10,2120
2,123,dantkanti,2023-08-17,7,100,1,100
8,122,sugar,2023-04-05,5,50,10,500
5,123,dantkanti,2023-05-05,8,100,5,500
23,121,dantkanti,2023-05-17,3,100,1,100
6,121,dantkanti,2023-05-09,1,100,4,400
3,122,maida,2023-06-21,6,20,2,40
26,123,nutrella,2023-08-04,7,40,6,240
10,122,besan,2023-05-20,4,52,4,208
11,123,dantkanti,2023-03-05,7,100,2,200
11,121,quaker oats,2023-03-16,1,212,4,848
19,123,sugar,2023-04-27,7,50,9,450
10,121,quaker oats,2023-07-02,3,212,6,1272
6,122,nutrella,2023-04-06,5,40,8,320
14,121,nutrella,2023-03-18,2,40,5,200
5,123,sugar,2023-05-12,9,50,9,450
25,122,quaker oats,2023-06-14,4,212,4,848
13,123,besan,2023-06-18,9,52,6,312
22,122,clinic plus,2023-03-11,4,1.5,8,12.0
11,121,besan,2023-04-13,1,52,8,416
13,121,quaker oats,2023-06-25,1,212,8,1696
19,121,maida,2023-07-08,2,20,10,200
14,121,refined oil,2023-05-03,1,110,2,220
18,122,quaker oats,2023-04-21,6,212,6,1272
2,121,dantkanti,2023-05-26,2,100,1,100
8,121,maida,2023-03-31,1,20,7,140
20,122,refined oil,2023-03-23,5,110,6,660
30,121,clinic plus,2023-06-28,1,1.5,10,15.0
2,121,quaker oats,2023-04-13,3,212,4,848
2,121,dantkanti,2023-04-01,1,100,9,900
14,123,quaker oats,2023-03-13,7,212,8,1696
9,122,refined oil,2023-05-07,6,110,9,990
13,121,sugar,2023-04-11,1,50,5,250
14,123,maida,2023-06-19,8,20,9,180
15,122,dantkanti,2023-06-20,4,100,1,100
4,123,besan,2023-03-11,7,52,1,52
13,121,clinic plus,2023-06-14,2,1.5,4,6.0
22,123,besan,2023-05-23,9,52,2,104
19,121,besan,2023-06-15,3,52,7,364
25,123,maida,2023-07-09,7,20,2,40
27,123,maida,2023-04-20,9,20,5,100
25,122,sugar,2023-06-17,5,50,9,450
1,122,dantkanti,2023-07-04,6,100,2,200
26,121,quaker oats,2023-05-31,2,212,7,1484
10,122,quaker oats,2023-05-12,4,212,10,2120
25,123,quaker oats,2023-06-19,8,212,4,848
25,121,maida,2023-06-10,3,20,2,40
10,121,sugar,2023-03-04,3,50,6,300
7,123,maida,2023-04-05,9,20,2,40
13,123,refined oil,2023-05-03,9,110,5,550
10,123,clinic plus,2023-04-30,7,1.5,9,13.5
14,121,sugar,2023-06-30,1,50,7,350
16,122,clinic plus,2023-04-03,4,1.5,7,10.5
19,121,sugar,2023-08-12,1,50,2,100
7,123,nutrella,2023-07-04,9,40,2,80
17,122,nutrella,2023-03-05,4,40,5,200
2,121,besan,2023-06-08,1,52,10,520
29,122,besan,2023-05-23,5,52,3,156
28,121,nutrella,2023-07-03,1,40,4,160
22,121,besan,2023-04-21,1,52,9,468
20,123,sugar,2023-06-28,9,50,8,400
8,121,sugar,2023-04-06,1,50,9,450
9,121,dantkanti,2023-03-18,1,100,9,900
26,121,sugar,2023-04-21,3,50,2,100
16,122,maida,2023-05-03,5,20,9,180
19,122,dantkanti,2023-05-07,5,100,5,500
28,123,dantkanti,2023-07-24,7,100,4,400
14,122,dantkanti,2023-08-05,5,100,2,200
27,123,clinic plus,2023-04-28,8,1.5,1,1.5
17,122,maida,2023-08-08,6,20,3,60
25,122,nutrella,2023-06-03,4,40,2,80
15,121,refined oil,2023-07-26,3,110,2,220
19,121,dantkanti,2023-07-17,1,100,7,700
18,123,maida,2023-07-16,7,20,6,120
30,123,dantkanti,2023-04-22,9,100,6,600
25,121,maida,2023-04-13,3,20,7,140
13,123,sugar,2023-07-28,7,50,8,400
28,121,sugar,2023-08-08,1,50,5,250
27,121,besan,2023-04-09,2,52,7,364
10,122,sugar,2023-04-09,5,50,6,300
12,122,nutrella,2023-07-20,5,40,7,280
16,122,maida,2023-06-18,5,20,2,40
28,121,dantkanti,2023-04-21,3,100,7,700
11,121,maida,2023-05-20,3,20,3,60
11,121,nutrella,2023-04-27,1,40,8,320
1,122,sugar,2023-08-18,5,50,6,300
10,122,refined oil,2023-07-07,5,110,10,1100
24,122,dantkanti,2023-03-27,6,100,6,600
27,123,besan,2023-06-21,9,52,5,260
8,121,dantkanti,2023-04-12,1,100,6,600
3,121,quaker oats,2023-04-21,1,212,6,1272
8,122,refined oil,2023-04-03,5,110,7,770
16,122,clinic plus,2023-08-02,4,1.5,7,10.5
7,121,maida,2023-03-12,3,20,9,180
27,123,sugar,2023-03-20,7,50,3,150
12,123,refined oil,2023-04-29,8,110,1,110
11,123,clinic plus,2023-03-22,7,1.5,4,6.0
21,123,clinic plus,2023-07-19,9,1.5,7,10.5
5,121,dantkanti,2023-06-29,1,100,9,900
30,121,dantkanti,2023-08-19,2,100,7,700
25,123,sugar,2023-08-13,7,50,3,150
12,121,besan,2023-04-18,2,52,8,416
3,121,sugar,2023-07-24,3,50,3,150
11,123,clinic plus,2023-07-25,7,1.5,7,10.5
21,121,maida,2023-05-03,2,20,5,100
20,122,nutrella,2023-03-11,6,40,2,80
1,121,nutrella,2023-03-18,2,40,8,320
5,122,quaker oats,2023-04-06,6,212,10,2120
14,121,dantkanti,2023-08-18,2,100,9,900
24,123,quaker oats,2023-07-19,7,212,10,2120
1,121,dantkanti,2023-04-27,1,100,5,500
14,121,nutrella,2023-05-06,2,40,6,240
12,122,clinic plus,2023-08-20,6,1.5,9,13.5
26,122,nutrella,2023-08-14,4,40,5,200
8,122,quaker oats,2023-03-30,6,212,5,1060
17,123,sugar,2023-04-17,7,50,1,50
28,121,clinic plus,2023-03-03,1,1.5,10,15.0
7,123,sugar,2023-03-04,7,50,10,500
28,121,sugar,2023-06-02,3,50,3,150
25,121,quaker oats,2023-05-21,3,212,8,1696
14,122,maida,2023-03-23,6,20,2,40
7,123,maida,2023-03-13,9,20,4,80
17,121,refined oil,2023-05-03,1,110,7,770
9,123,clinic plus,2023-03-29,7,1.5,1,1.5
7,121,refined oil,2023-05-06,2,110,10,1100
15,122,quaker oats,2023-07-31,5,212,6,1272
18,121,clinic plus,2023-06-12,1,1.5,6,9.0
22,121,refined oil,2023-06-18,1,110,3,330
19,122,dantkanti,2023-05-31,5,100,6,600
1,121,maida,2023-07-16,1,20,8,160
1,123,dantkanti,2023-03-21,9,100,9,900
7,123,quaker oats,2023-08-12,7,212,7,1484
7,123,nutrella,2023-05-05,7,40,3,120
22,121,dantkanti,2023-08-05,2,100,2,200
5,121,quaker oats,2023-07-31,2,212,3,636
19,122,besan,2023-07-20,4,52,6,312
20,121,besan,2023-04-17,3,52,5,260
25,123,maida,2023-06-29,8,20,5,100
22,123,refined oil,2023-07-10,8,110,5,550
20,121,maida,2023-03-10,1,20,8,160
5,121,clinic plus,2023-03-16,2,1.5,2,3.0
16,121,besan,2023-05-02,3,52,3,156
16,121,clinic plus,2023-04-15,1,1.5,2,3.0
27,121,clinic plus,2023-08-05,1,1.5,4,6.0
3,122,dantkanti,2023-04-08,5,100,8,800
1,122,dantkanti,2023-03-22,5,100,8,800
16,121,maida,2023-03-12,3,20,6,120
20,122,refined oil,2023-08-06,6,110,8,880
20,121,maida,2023-03-08,2,20,2,40
10,121,dantkanti,2023-05-06,1,100,4,400
14,122,quaker oats,2023-08-12,4,212,6,1272
25,122,besan,2023-07-05,4,52,9,468
30,122,maida,2023-07-28,5,20,3,60
18,121,quaker oats,2023-03-22,3,212,6,1272
5,121,besan,2023-07-03,3,52,7,364
1,123,nutrella,2023-07-21,9,40,3,120
13,123,quaker oats,2023-07-18,9,212,8,1696
28,122,clinic plus,2023-03-23,6,1.5,2,3.0
4,121,besan,2023-03-31,1,52,4,208
25,121,dantkanti,2023-05-03,3,100,2,200
15,122,nutrella,2023-04-25,6,40,7,280
28,121,nutrella,2023-06-19,3,40,9,360
25,123,refined oil,2023-05-28,8,110,9,990
27,122,nutrella,2023-05-05,5,40,4,160
4,123,besan,2023-08-20,9,52,3,156
24,122,maida,2023-05-02,5,20,6,120
13,122,besan,2023-08-09,6,52,10,520
10,122,quaker oats,2023-08-07,6,212,2,424
30,123,refined oil,2023-06-03,8,110,9,990
25,122,sugar,2023-08-13,5,50,7,350
2,122,nutrella,2023-07-24,5,40,5,200
9,123,quaker oats,2023-03-26,7,212,4,848
3,122,besan,2023-04-11,6,52,6,312
6,122,dantkanti,2023-04-13,6,100,2,200
13,122,maida,2023-06-15,5,20,5,100
29,121,quaker oats,2023-08-12,1,212,8,1696
8,123,besan,2023-06-24,9,52,4,208
1,122,dantkanti,2023-03-25,4,100,4,400
1,121,besan,2023-06-24,3,52,6,312
6,122,quaker oats,2023-08-20,6,212,1,212
14,122,nutrella,2023-06-27,6,40,1,40
7,121,quaker oats,2023-08-13,3,212,3,636
23,121,clinic plus,2023-08-03,2,1.5,2,3.0
25,122,refined oil,2023-03-25,6,110,10,1100
2,121,refined oil,2023-07-30,1,110,5,550
1,121,besan,2023-05-10,2,52,1,52
3,121,sugar,2023-05-31,1,50,7,350
20,122,dantkanti,2023-04-28,4,100,4,400
17,121,quaker oats,2023-05-26,3,212,6,1272
30,121,sugar,2023-04-06,1,50,6,300
21,122,maida,2023-06-20,5,20,8,160
27,121,nutrella,2023-07-16,2,40,1,40
25,123,besan,2023-08-05,7,52,5,260
7,121,sugar,2023-05-28,1,50,8,400
8,123,nutrella,2023-03-11,8,40,7,280
24,121,dantkanti,2023-06-24,3,100,4,400
4,122,besan,2023-05-24,4,52,2,104
18,122,quaker oats,2023-08-06,5,212,4,848
22,122,nutrella,2023-05-06,4,40,6,240
21,122,besan,2023-07-03,6,52,1,52
