"weather_id","city","weather_date","temperature","humidity","rainfall","last_updated"
"103","Mumbai","2026-03-26","36.26","78.08","97.58","2026-03-26 19:38:00"
"104","Durgapur","2026-03-24","31.63","45.94","53.39","2026-03-24 09:42:00"
"105","Cuttack","2026-05-21","33.15","48.7","96.17","2026-05-21 02:11:00"
"106","Kochi","2026-05-03","25.85","88.46","34.71","2026-05-03 15:17:00"
"107","Bengaluru","2026-03-12","24.08","49.68","41.01","2026-03-12 20:43:00"
"108","Noida","2026-01-05","40.75","45.82","27.82","2026-01-05 14:48:00"
"109","Bhopal","2026-05-15","34.63","70.36","59.16","2026-05-15 21:51:00"
"110","Noida","2026-03-06","23.69","66.51","2.38","2026-03-06 23:23:00"
"111","Howrah","2026-04-19","30.46","41.53","117.44","2026-04-19 06:29:00"
"112","Bhubaneswar","2026-03-13","21.34","82.67","47.38","2026-03-13 19:43:00"
"113","Lucknow","2026-05-18","19.59","41.35","34.62","2026-05-18 05:36:00"
"114","Ahmedabad","2026-01-02","22.36","64.78","29.62","2026-01-02 01:23:00"
"115","New Delhi","2026-03-09","36.88","93.53","59.11","2026-03-09 08:31:00"
"116","Kochi","2026-06-10","27.88","46.75","106.46","2026-06-10 18:37:00"
"117","Hyderabad","2026-06-13","31.49","87.83","74.13","2026-06-13 11:44:00"
"118","Kolkata","2026-04-16","41.02","75.42","29.36","2026-04-16 12:55:00"
"119","Chennai","2026-05-11","29.17","86.72","3.15","2026-05-11 14:30:00"
"120","Noida","2026-04-05","34.76","71.28","58.66","2026-04-05 06:50:00"
"121","Noida","2026-02-03","35.03","75.2","91.63","2026-02-03 10:09:00"
"122","Bhopal","2026-05-24","31.42","74.14","119.12","2026-05-24 18:26:00"
"123","Mumbai","2026-03-06","25.36","66.17","14.2","2026-03-06 02:30:00"
"124","Cuttack","2026-03-01","26.99","72.05","103.64","2026-03-01 15:16:00"
"125","New Delhi","2026-03-24","28.86","77.63","115.72","2026-03-24 15:52:00"
"126","Cuttack","2026-05-13","26.79","69.04","81.98","2026-05-13 05:27:00"
"127","Lucknow","2026-04-04","21.99","65.77","47.2","2026-04-04 11:30:00"
"128","Pune","2026-06-07","35.19","66.87","9.48","2026-06-07 23:07:00"
"129","Bhubaneswar","2026-01-19","39.88","48.44","26.61","2026-01-19 07:03:00"
"130","Bhubaneswar","2026-02-26","19.39","72.88","115.91","2026-02-26 09:56:00"
"131","Surat","2026-03-07","39.21","61.3","110.33","2026-03-07 02:08:00"
"132","Surat","2026-05-17","36.67","64.62","99.51","2026-05-17 03:53:00"
"133","Hyderabad","2026-05-03","27.7","80.7","16.18","2026-05-03 17:02:00"
"134","Howrah","2026-06-06","22.08","77.16","64.75","2026-06-06 10:32:00"
"135","Ahmedabad","2026-02-20","38.1","81.97","50.36","2026-02-20 08:11:00"
"136","Puri","2026-04-16","23.32","64.82","73.06","2026-04-16 05:30:00"
"137","Kochi","2026-04-05","25.65","81.8","65.93","2026-04-05 06:41:00"
"138","New Delhi","2026-03-30","24.52","64.22","31.29","2026-03-30 20:12:00"
"139","Ahmedabad","2026-05-04","22.63","38.18","75.56","2026-05-04 15:05:00"
"140","Bhubaneswar","2026-04-05","37.71","80.0","53.49","2026-04-05 13:14:00"
"141","New Delhi","2026-01-07","24.87","36.05","118.29","2026-01-07 07:13:00"
"142","Mumbai","2026-06-02","41.14","69.54","75.53","2026-06-02 17:37:00"
"143","Puri","2026-03-16","30.03","63.66","95.22","2026-03-16 07:42:00"
"144","Bhopal","2026-02-11","22.19","37.87","119.76","2026-02-11 17:22:00"
"145","Noida","2026-04-03","38.53","40.78","43.4","2026-04-03 19:57:00"
"146","Sambalpur","2026-02-26","30.28","46.21","51.83","2026-02-26 22:59:00"
"147","Rourkela","2026-05-04","41.02","86.32","115.34","2026-05-04 13:51:00"
"148","Pune","2026-05-16","41.21","71.77","54.09","2026-05-16 15:58:00"
"149","Kochi","2026-01-26","20.27","45.38","83.71","2026-01-26 12:59:00"
"150","Cuttack","2026-02-17","32.7","41.29","46.45","2026-02-17 20:51:00"
"151","Surat","2026-01-27","34.6","37.75","86.51","2026-01-27 03:47:00"
"152","Sambalpur","2026-04-15","37.69","80.69","111.7","2026-04-15 03:14:00"
"153","Puri","2026-06-30","37.93","55.95","29.51","2026-06-30 20:48:00"
"154","Rourkela","2026-01-28","26.03","77.8","41.22","2026-01-28 14:11:00"
"155","Puri","2026-03-03","36.4","37.17","90.5","2026-03-03 23:01:00"
"156","Pune","2026-02-16","36.12","73.88","116.78","2026-02-16 21:50:00"
"157","Durgapur","2026-03-15","24.92","93.8","119.89","2026-03-15 04:49:00"
"158","Bhopal","2026-02-28","34.46","71.61","46.59","2026-02-28 12:16:00"
"159","Durgapur","2026-02-05","22.71","67.82","54.19","2026-02-05 17:24:00"
"160","Ahmedabad","2026-01-29","34.28","50.42","76.42","2026-01-29 22:52:00"
"161","Puri","2026-05-01","26.03","55.97","31.82","2026-05-01 20:25:00"
"162","Pune","2026-03-16","26.26","65.55","57.97","2026-03-16 15:49:00"
"163","Puri","2026-04-22","36.95","43.61","28.78","2026-04-22 11:18:00"
"164","New Delhi","2026-05-18","32.58","55.95","98.67","2026-05-18 13:34:00"
"165","Rourkela","2026-03-22","25.84","86.5","0.72","2026-03-22 22:50:00"
"166","Ahmedabad","2026-04-19","33.9","48.72","38.52","2026-04-19 10:44:00"
"167","Lucknow","2026-04-30","34.3","72.75","110.28","2026-04-30 05:07:00"
"168","Noida","2026-04-11","31.02","52.71","73.54","2026-04-11 05:29:00"
"169","Bhubaneswar","2026-05-04","20.67","40.24","63.66","2026-05-04 01:03:00"
"170","Bengaluru","2026-03-31","23.97","81.26","22.12","2026-03-31 17:46:00"
"171","Rourkela","2026-06-22","33.85","70.19","53.09","2026-06-22 07:49:00"
"172","Rourkela","2026-06-26","19.06","55.0","14.58","2026-06-26 08:53:00"
"173","Durgapur","2026-05-13","25.3","77.94","97.76","2026-05-13 23:45:00"
"174","Puri","2026-01-14","21.31","89.29","67.14","2026-01-14 13:03:00"
"175","Kochi","2026-02-11","37.62","55.29","77.04","2026-02-11 18:17:00"
"176","Pune","2026-06-02","41.11","90.69","61.3","2026-06-02 04:44:00"
"177","Noida","2026-02-07","40.91","83.13","26.28","2026-02-07 10:31:00"
"178","Pune","2026-04-21","30.46","78.89","42.7","2026-04-21 09:31:00"
"179","Durgapur","2026-05-28","26.94","49.11","93.36","2026-05-28 16:02:00"
"180","Mumbai","2026-03-05","39.21","54.45","51.79","2026-03-05 04:23:00"
"181","Puri","2026-01-20","40.75","45.0","67.39","2026-01-20 09:44:00"
"182","Surat","2026-04-14","34.49","89.33","10.62","2026-04-14 09:09:00"
"183","Rourkela","2026-02-18","29.33","39.35","76.52","2026-02-18 20:31:00"
"184","Ahmedabad","2026-01-17","26.02","56.64","60.48","2026-01-17 16:45:00"
"185","Noida","2026-01-22","40.48","67.0","58.64","2026-01-22 22:59:00"
"186","Bengaluru","2026-02-12","39.36","45.96","13.01","2026-02-12 01:03:00"
"187","Bhopal","2026-04-25","35.45","46.7","72.37","2026-04-25 07:29:00"
"188","Surat","2026-04-29","41.55","87.42","33.26","2026-04-29 02:53:00"
"189","Durgapur","2026-05-17","27.96","35.9","91.67","2026-05-17 03:22:00"
"190","Puri","2026-04-15","26.88","92.56","18.23","2026-04-15 17:33:00"
"191","Chennai","2026-05-21","32.27","52.03","112.37","2026-05-21 22:22:00"
"192","Ahmedabad","2026-01-01","38.85","42.04","41.55","2026-01-01 02:27:00"
"193","Bhopal","2026-03-21","21.46","50.74","88.25","2026-03-21 22:39:00"
"194","Rourkela","2026-03-26","18.9","93.03","86.45","2026-03-26 13:42:00"
"195","Mumbai","2026-02-12","39.93","94.82","13.74","2026-02-12 13:59:00"
"196","Cuttack","2026-04-05","20.55","37.11","18.62","2026-04-05 19:35:00"
"197","Hyderabad","2026-01-28","36.36","59.17","64.51","2026-01-28 09:30:00"
"198","Sambalpur","2026-03-03","24.64","86.28","27.37","2026-03-03 09:37:00"
"199","Cuttack","2026-05-27","24.27","46.37","85.57","2026-05-27 03:35:00"
"200","Ahmedabad","2026-01-10","30.43","54.88","32.39","2026-01-10 18:48:00"
"201","Durgapur","2026-04-03","39.57","71.81","6.71","2026-04-03 06:43:00"
"202","Bhubaneswar","2026-04-09","32.9","76.88","46.59","2026-04-09 01:24:00"
"203","Howrah","2026-03-03","20.4","78.03","112.43","2026-03-03 15:21:00"
"204","Durgapur","2026-03-14","23.9","55.95","51.63","2026-03-14 16:25:00"
"205","Bengaluru","2026-01-12","29.65","45.9","105.74","2026-01-12 13:49:00"
"206","Rourkela","2026-05-01","41.22","88.4","54.57","2026-05-01 11:14:00"
"207","New Delhi","2026-04-15","24.6","44.66","0.14","2026-04-15 11:20:00"
"208","Rourkela","2026-04-12","36.08","59.39","117.98","2026-04-12 22:07:00"
"209","Durgapur","2026-03-22","34.54","71.01","116.63","2026-03-22 23:31:00"
"210","New Delhi","2026-03-24","22.23","60.29","39.2","2026-03-24 08:18:00"
"211","Bhubaneswar","2026-03-19","23.83","92.14","12.39","2026-03-19 17:11:00"
"212","Bengaluru","2026-05-28","24.61","69.86","68.75","2026-05-28 22:41:00"
"213","Bhubaneswar","2026-04-14","36.01","85.71","111.11","2026-04-14 08:39:00"
"214","Surat","2026-02-17","40.02","73.59","4.27","2026-02-17 16:33:00"
"215","Surat","2026-05-25","31.28","49.26","9.5","2026-05-25 06:27:00"
"216","Rourkela","2026-03-02","31.66","46.29","82.81","2026-03-02 12:07:00"
"217","Pune","2026-06-25","35.77","91.57","77.33","2026-06-25 02:21:00"
"218","Surat","2026-06-16","36.94","78.02","90.27","2026-06-16 14:03:00"
"219","Hyderabad","2026-02-25","29.14","46.32","100.02","2026-02-25 23:23:00"
"220","Hyderabad","2026-06-25","36.23","52.46","45.37","2026-06-25 06:25:00"
"221","Mumbai","2026-02-07","31.53","40.96","102.9","2026-02-07 09:18:00"
"222","Surat","2026-01-24","25.7","93.57","116.07","2026-01-24 13:37:00"
"223","Pune","2026-03-05","20.35","76.3","111.23","2026-03-05 19:15:00"
"224","Lucknow","2026-04-09","33.07","44.11","24.9","2026-04-09 16:15:00"
"225","Hyderabad","2026-02-17","24.51","64.54","33.46","2026-02-17 13:46:00"
"226","Hyderabad","2026-05-31","32.1","94.81","2.74","2026-05-31 21:16:00"
"227","Hyderabad","2026-04-25","30.47","42.74","114.22","2026-04-25 06:44:00"
"228","Puri","2026-01-17","33.0","41.38","89.34","2026-01-17 10:27:00"
"229","Ahmedabad","2026-04-14","21.22","65.98","79.99","2026-04-14 01:16:00"
"230","Sambalpur","2026-04-27","26.96","70.5","48.84","2026-04-27 13:49:00"
"231","Noida","2026-03-03","27.29","45.72","17.11","2026-03-03 14:25:00"
"232","Lucknow","2026-01-19","19.31","82.56","96.72","2026-01-19 16:41:00"
"233","Ahmedabad","2026-03-02","35.62","67.43","4.3","2026-03-02 19:23:00"
"234","Sambalpur","2026-03-31","24.82","49.2","44.24","2026-03-31 16:01:00"
"235","Durgapur","2026-06-10","18.84","90.15","42.72","2026-06-10 16:12:00"
"236","Lucknow","2026-04-21","40.68","74.31","103.23","2026-04-21 08:28:00"
"237","Howrah","2026-04-23","18.38","94.52","31.05","2026-04-23 12:27:00"
"238","Sambalpur","2026-04-11","28.55","43.53","92.91","2026-04-11 03:25:00"
"239","New Delhi","2026-02-27","22.87","49.65","17.8","2026-02-27 13:55:00"
"240","Sambalpur","2026-02-09","28.69","84.72","33.6","2026-02-09 14:05:00"
"241","Chennai","2026-04-02","18.5","63.65","119.88","2026-04-02 10:24:00"
"242","Kolkata","2026-04-21","34.75","76.76","97.23","2026-04-21 07:02:00"
"243","Bhubaneswar","2026-02-10","31.1","81.38","78.03","2026-02-10 16:28:00"
"244","Rourkela","2026-02-04","25.21","62.7","11.78","2026-02-04 21:14:00"
"245","Mumbai","2026-04-11","28.55","81.01","18.72","2026-04-11 22:26:00"
"246","Noida","2026-05-17","22.52","78.2","112.51","2026-05-17 18:50:00"
"247","Mumbai","2026-04-08","41.19","85.78","50.97","2026-04-08 03:00:00"
"248","Howrah","2026-02-14","34.28","65.24","17.25","2026-02-14 12:05:00"
"249","Rourkela","2026-01-01","38.47","61.58","58.87","2026-01-01 12:58:00"
"250","Surat","2026-02-08","38.62","43.02","13.72","2026-02-08 14:40:00"
"251","Ahmedabad","2026-04-20","35.6","59.03","0.02","2026-04-20 15:16:00"
"252","Cuttack","2026-02-04","37.37","42.69","32.08","2026-02-04 14:43:00"
"253","Noida","2026-03-18","27.01","44.49","95.92","2026-03-18 14:22:00"
"254","Bhopal","2026-06-15","37.24","60.56","48.31","2026-06-15 07:23:00"
"255","Pune","2026-02-06","38.45","51.29","10.59","2026-02-06 19:10:00"
"256","Rourkela","2026-02-18","26.31","88.37","43.98","2026-02-18 07:52:00"
"257","New Delhi","2026-01-05","34.61","75.01","71.59","2026-01-05 11:49:00"
"258","Rourkela","2026-04-08","32.6","49.15","96.47","2026-04-08 03:21:00"
"259","Bhubaneswar","2026-06-23","19.87","81.44","34.27","2026-06-23 05:53:00"
"260","Bhopal","2026-01-18","30.97","70.23","27.22","2026-01-18 20:41:00"
"261","Rourkela","2026-01-07","33.9","89.63","115.38","2026-01-07 08:42:00"
"262","Puri","2026-05-29","29.26","42.99","105.41","2026-05-29 14:54:00"
"263","Ahmedabad","2026-02-14","29.39","84.31","53.19","2026-02-14 05:05:00"
"264","Kochi","2026-01-09","28.87","48.12","43.61","2026-01-09 18:44:00"
"265","Kolkata","2026-02-01","19.98","92.11","40.39","2026-02-01 11:53:00"
"266","Durgapur","2026-03-06","38.54","35.62","25.5","2026-03-06 18:49:00"
"267","Howrah","2026-01-24","31.54","88.67","24.7","2026-01-24 16:59:00"
"268","Cuttack","2026-06-30","37.55","58.11","67.97","2026-06-30 08:08:00"
"269","Durgapur","2026-01-14","25.65","44.93","104.04","2026-01-14 21:43:00"
"270","Noida","2026-06-19","35.86","80.8","37.55","2026-06-19 02:47:00"
"271","Bengaluru","2026-01-07","27.49","92.9","18.18","2026-01-07 02:37:00"
"272","Puri","2026-04-14","33.24","54.9","49.69","2026-04-14 11:52:00"
"273","Cuttack","2026-06-27","18.46","55.24","0.83","2026-06-27 10:09:00"
"274","Howrah","2026-03-16","23.24","43.46","23.38","2026-03-16 12:03:00"
"275","Bengaluru","2026-05-05","21.34","88.17","117.34","2026-05-05 15:19:00"
"276","Lucknow","2026-04-23","24.98","43.93","93.29","2026-04-23 06:46:00"
"277","Kochi","2026-05-14","37.19","62.18","40.61","2026-05-14 19:57:00"
"278","Ahmedabad","2026-01-12","24.83","58.2","103.22","2026-01-12 13:59:00"
"279","Hyderabad","2026-05-12","37.15","48.9","18.18","2026-05-12 20:55:00"
"280","Kolkata","2026-05-21","37.05","91.74","2.44","2026-05-21 22:53:00"
"281","Noida","2026-06-04","41.48","51.07","99.41","2026-06-04 13:09:00"
"282","New Delhi","2026-03-10","38.89","63.13","100.61","2026-03-10 13:21:00"
"283","Durgapur","2026-05-02","28.51","77.05","5.1","2026-05-02 15:54:00"
"284","Ahmedabad","2026-01-03","39.92","46.44","29.24","2026-01-03 11:01:00"
"285","Durgapur","2026-03-07","19.48","71.54","84.55","2026-03-07 02:15:00"
"286","Kolkata","2026-06-12","35.91","58.08","35.9","2026-06-12 18:25:00"
"287","Ahmedabad","2026-03-18","39.37","71.55","7.74","2026-03-18 01:50:00"
"288","Durgapur","2026-06-30","39.36","37.17","87.81","2026-06-30 09:03:00"
"289","Howrah","2026-01-15","41.7","49.12","94.95","2026-01-15 21:42:00"
"290","Chennai","2026-04-25","34.02","50.6","21.15","2026-04-25 04:14:00"
"291","Noida","2026-01-09","38.41","56.53","64.05","2026-01-09 12:36:00"
"292","Kolkata","2026-05-19","29.41","53.4","58.7","2026-05-19 14:37:00"
"293","Lucknow","2026-04-21","30.81","77.88","5.94","2026-04-21 04:52:00"
"294","Rourkela","2026-05-02","20.98","59.93","113.59","2026-05-02 21:54:00"
"295","Kochi","2026-06-23","22.93","79.74","50.15","2026-06-23 06:14:00"
"296","Bengaluru","2026-01-12","23.53","77.18","86.76","2026-01-12 13:32:00"
"297","Hyderabad","2026-05-24","39.7","38.01","32.51","2026-05-24 17:00:00"
"298","Durgapur","2026-05-06","37.56","92.87","48.8","2026-05-06 16:26:00"
"299","Bengaluru","2026-06-13","26.59","67.6","83.62","2026-06-13 14:09:00"
"300","Chennai","2026-01-30","29.4","81.68","51.59","2026-01-30 16:49:00"
"301","Chennai","2026-02-10","41.33","44.83","30.89","2026-02-10 17:09:00"
"302","Howrah","2026-02-07","19.02","78.24","3.59","2026-02-07 11:15:00"
"303","Durgapur","2026-06-26","24.47","38.71","38.82","2026-06-26 02:34:00"
"304","Durgapur","2026-01-19","24.19","46.81","3.03","2026-01-19 06:28:00"
"305","Puri","2026-04-22","33.3","35.82","41.29","2026-04-22 03:22:00"
"306","Bhubaneswar","2026-05-19","36.63","91.19","32.23","2026-05-19 22:19:00"
"307","Bhopal","2026-03-10","26.09","91.87","104.03","2026-03-10 17:44:00"
"308","Lucknow","2026-02-18","36.57","76.58","21.02","2026-02-18 19:05:00"
"309","Howrah","2026-06-02","29.75","94.37","111.99","2026-06-02 12:54:00"
"310","Lucknow","2026-04-16","33.88","70.2","27.98","2026-04-16 08:14:00"
"311","Rourkela","2026-01-31","33.44","68.93","77.01","2026-01-31 19:05:00"
"312","Puri","2026-01-14","35.62","91.28","46.17","2026-01-14 23:57:00"
"313","Ahmedabad","2026-01-28","26.24","91.76","46.17","2026-01-28 08:20:00"
"314","Hyderabad","2026-01-12","24.24","71.37","36.42","2026-01-12 01:33:00"
"315","Surat","2026-06-11","28.83","59.53","6.6","2026-06-11 16:26:00"
"316","Durgapur","2026-04-03","19.88","56.87","51.97","2026-04-03 21:38:00"
"317","Ahmedabad","2026-05-12","20.44","57.96","45.31","2026-05-12 18:39:00"
"318","Puri","2026-06-24","22.79","64.58","59.94","2026-06-24 19:15:00"
"319","Rourkela","2026-01-31","38.21","56.1","57.55","2026-01-31 03:59:00"
"320","Bhubaneswar","2026-02-28","35.34","51.73","118.24","2026-02-28 17:24:00"
"321","Bhubaneswar","2026-01-26","22.47","86.89","4.81","2026-01-26 23:53:00"
"322","Sambalpur","2026-01-20","39.23","67.95","95.82","2026-01-20 06:47:00"
"323","Surat","2026-05-30","40.04","52.75","89.99","2026-05-30 09:08:00"
"324","Lucknow","2026-06-09","25.96","66.26","52.37","2026-06-09 09:17:00"
"325","Mumbai","2026-01-09","25.01","54.88","52.23","2026-01-09 22:40:00"
"326","Bengaluru","2026-05-13","23.99","54.09","99.16","2026-05-13 07:15:00"
"327","Hyderabad","2026-01-06","19.29","76.24","78.82","2026-01-06 23:33:00"
"328","Kolkata","2026-02-15","28.0","45.11","114.31","2026-02-15 22:52:00"
"329","Bhopal","2026-06-10","18.44","83.59","36.34","2026-06-10 02:54:00"
"330","Rourkela","2026-05-22","20.52","88.52","107.52","2026-05-22 04:38:00"
"331","Lucknow","2026-01-05","30.92","72.61","27.7","2026-01-05 11:39:00"
"332","Bhubaneswar","2026-06-03","35.26","50.49","37.11","2026-06-03 13:47:00"
